Organism,Risk Group,Agent Type,Alternate Names
Stenotrophomonas maltophilia,RG2,Bacteria,"Pseudomonas beteli,Pseudomonas betle,Stenotrophomonas africana,Xanthomonas maltophilia,Pseudomonas maltophilia"
Pseudomonas beteli,RG1,Bacteria,
Pseudomonas boreopolis,RG1,Bacteria,
Pseudomonas brenneri,RG1,Bacteria,
Pseudomonas cannabina,RG1,Bacteria,Pseudomonas syringae pv. Cannabina
Pseudomonas carboxydohydrogena,RG1,Bacteria,Seliberia carboxydohydrogena
Pseudomonas caricapapayae,RG1,Bacteria,
Pseudomonas cerasi,RG1,Bacteria,
Pseudomonas chlororaphis,RG1,Bacteria,
Pseudomonas citronellolis,RG1,Bacteria,
Pseudomonas coleopterorum,RG1,Bacteria,
Pseudomonas congelans,RG1,Bacteria,
Pseudomonas coronafaciens,RG1,Bacteria,
Pseudomonas corrugata,RG1,Bacteria,
Pseudomonas denitrificans,RG1,Bacteria,
Pseudomonas donghuensis,RG1,Bacteria,
Sphingomonas echinoides,RG1,Bacteria,Pseudomonas echinoides
Pseudomonas extremorientalis,RG1,Bacteria,
Pseudomonas flexibilis,RG1,Bacteria,Serpens flexibilis
Pseudomonas fragi,RG1,Bacteria,
Pseudomonas fulva,RG1,Bacteria,
Pseudomonas fuscovaginae,RG1,Bacteria,Pseudomonas fuscovaginae
Pseudomonas gelidicola,RG1,Bacteria,
Pseudomonas gessardii,RG1,Bacteria,
Pseudomonas graminis,RG1,Bacteria,
Vreelandella utahensis,RG1,Bacteria,Pseudomonas halophila
Pseudomonas hibiscicola,RG1,Bacteria,
Vogesella indigofera,RG1,Bacteria,Pseudomonas indigofera
Pseudomonas indigofera,RG1,Bacteria,Vogesella indigofera
Pseudomonas jessenii,RG1,Bacteria,
Pseudomonas libanensis,RG1,Bacteria,
Pseudomonas lundensis,RG1,Bacteria,
Pseudomonas mandelii,RG1,Bacteria,
Pseudomonas marginalis,RG1,Bacteria,
Pseudomonas mediterranea,RG1,Bacteria,
Pseudomonas mendocina,RG2,Bacteria,
Pseudomonas migulae,RG1,Bacteria,
Terasakiella pusilla,RG1,Bacteria,Pseudomonas mixta
Pseudomonas monteilii,RG1,Bacteria,
Pseudomonas mucidolens,RG1,Bacteria,
Pseudomonas nitroreducens,RG1,Bacteria,Pseudomonas multiresinivorans
Pseudomonas straminea,RG1,Bacteria,Pseudomonas ochraceae
Pseudomonas oleovorans,RG1,Bacteria,Pseudomonas pseudoalcaligenes
Pseudomonas parafulva,RG1,Bacteria,
Pseudomonas peli,RG1,Bacteria,
Stenotrophomonas pictorum,RG1,Bacteria,Pseudomonas pictorum
Pseudomonas poae,RG1,Bacteria,
Pseudomonas protegens,RG1,Bacteria,
Pseudomonas pseudoalcaligenes,RG1,Bacteria,
Pseudomonas psychrotolerans,RG1,Bacteria,
Pseudomonas reptilivora,RG1,Bacteria,
Pseudomonas resinovorans,RG1,Bacteria,
Pseudomonas rhodesiae,RG1,Bacteria,
Pseudomonas savastanoi,RG1,Bacteria,
Pseudomonas simiae,RG1,Bacteria,
Pseudomonas sp. rhizo 66 (PD-S66),RG1,Bacteria,
Pseudomonas synxantha,RG1,Bacteria,Vibrio synxanthus
Pseudomonas synxantha rhizo 25 (Ps-S25),RG1,Bacteria,
Pseudomonas syringae,RG1,Bacteria,
Pseudomonas syringae pv. tagetis,RG1,Bacteria,
Pseudomonas syringae pv. tagetis ICMP4091,RG1,Bacteria,
Pseudomonas taetrolens,RG1,Bacteria,
Pseudomonas tremae,RG1,Bacteria,
Pseudomonas vancouverensis,RG1,Bacteria,
Pseudomonas veronii,RG2,Bacteria,
Pseudonocardia asaccharolytica,RG1,Bacteria,
Pseudonocardia compacta,RG1,Bacteria,
Pseudonocardia nitrificans,RG1,Bacteria,
Pseudonocardia spinosa,RG1,Bacteria,
Pseudonocardia sulfidoxydans,RG1,Bacteria,
Pseudonocardia thermophila,RG1,Bacteria,
Pseudonomas frederiksbergensis,RG1,Bacteria,
Pseudothermotoga elfii,RG1,Bacteria,Thermotoga elfii
Pseudothermotoga hypogea,RG1,Bacteria,Thermotoga hypogea
Pseudothermotoga thermarum,RG1,Bacteria,Thermotoga thermarum
Pseudothielavia terricola,RG1,Fungus,"Thielavia terricola,Thielavia minor,Thielavia terricola var. minor"
Pseudoxanthomonas spadix,RG1,Bacteria,
Psoroptes ovis,,Parasite,"Psoroptes equi var. ovis,Psoroptic scabies,Sheep scab mite,Rabbit ear mite"
Psychrobacillus lasiicapitis,RG1,Bacteria,
Psychrobacillus psycrodurans,RG1,Bacteria,
Psychrobacter glacincola,RG1,Bacteria,Psychrobacter endoglaciecola
Psychrobacter frigidicola,RG1,Bacteria,
Psychrobacter immobilis,RG2,Bacteria,
Psychrobacter pulmonis,RG1,Bacteria,
Psychrobacter sp. 1Y1,RG1,Bacteria,
Psychrobacter sp. 1Y4,RG1,Bacteria,
Psychrobacter sp. 2Y4,RG1,Bacteria,
Psychrobacter sp. 2Y5,RG1,Bacteria,
Psychroflexus torquis,RG1,Bacteria,
Psychromonas antarctica,RG1,Bacteria,
Psychroserpens burtonensis,RG1,Bacteria,
Pulex irritans,,Parasite,
PXB-cells,RG1,Cell Line,
Pyrenophora teres,RG1,Fungus,"Pyrenophora teres f. maculata,Pyrenophora teres f. teres"
Pyrenophora tritici-repentis,RG1,Fungus,
Pyrobaculum aerophilum,RG1,Bacteria,
Pyrobaculum islandicum,RG1,Bacteria,
Pyrobaculum neutrophilum,RG1,Bacteria,Thermoproteus neutrophilus
Pyrobaculum organotrophum,RG1,Bacteria,
Pyrococcus furiosus,RG1,Bacteria,
Pyrococcus glycovorans,RG1,Bacteria,Thermococcus glycovorans
Pyrococcus horikoshii,RG1,Bacteria,Pyrococcus shinkaii
Pyrococcus woesei,RG1,Bacteria,
Pyrodictium abyssi,RG1,Bacteria,
Pyrodictium brockii,RG1,Bacteria,
Pyrodictium occultum,RG1,Bacteria,
Pyrodinium bahamense var. compressum,RG1,Other,
Pyrolobus fumarii,RG1,Bacteria,
Pythium aphanidermatum,RG1,Fungus,
Quang Binh virus,RG1,Virus,
Quantitative Synthetic Astrovirus RNA (ATCC VR-3238SD),RG1,Nucleic Acid,
Quantitative Synthetic Sapovirus RNA (ATCC® VR-3237SD?),RG1,Nucleic Acid,
Quaranjavirus quaranfilense,,Virus,"Quaranfil virus,Quaranfil quaranjavirus"
Quinella ovalis,RG1,Bacteria,
Spilopsyllus cuniculi,RG1,Parasite,Rabbit flea
Rabbit kidney vacuolating virus,,Virus,
Rabbit PrP 90-232,RG2,Prion,
Vesiculovirus radi,RG3,Virus,"Radi virus,Radi vesiculovirus"
Rahnella aquatilis,RG1,Bacteria,
Rahnella woolbedingensis,RG1,Bacteria,
Raji,RG1,Cell Line,
Ralstonia mannitolilytica,RG1,Bacteria,Ralstonia thomasii
Rhinocladiella mackenziei,RG3,Fungus,Ramichloridium mackenziei
Rangelia vitalii,,Parasite,
Raoultibacter massiliensis,RG1,Bacteria,
Raoultibacter phocaeensis,RG1,Bacteria,
Raoultibacter timonensis,RG1,Bacteria,
Rarobacter faecitabidus,RG1,Bacteria,
Rarobacter incanus,RG1,Bacteria,
Rat leukemia virus,RG1,Virus,
RAW 264.7,RG1,Cell Line,"RAW-264.7,RAW2647,RAW264"
Recombinant horsepox virus TNX-1800,RG2,Virus,
Remersonia thermophila,RG1,Fungus,Stilbella thermophila
Renibacterium salmoninarum,RG1,Bacteria,
Rhabdochromatium marinum,RG1,Bacteria,
Rhadinovirus saimiriinegamma2,RG2,Virus,"Saimiriine gammaherpesvirus 2,Saimiriine herpesvirus 2"
Sporothrix schenckii,RG2,Fungus,"Sporotrichum beurmannii var. schenckii,Sporotrichum schenckii,Sporotrichum schenckii-beurmannii var. schenckii,Sporothrix schenckii var. schenkii,Rhinocladium schenckii,Rhinotrichum schenckii"
Rhizobacter dauci,RG1,Bacteria,
Rhizobium gallicum,RG1,Bacteria,Rhizobium azibense
Rhizobium hainanense,RG1,Bacteria,
Rhizobium leguminosarum biovar trifolii,RG1,Bacteria,Rhizobium trifoli
Rhizobium lupini,RG1,Bacteria,
Rhizobium mongolense,RG1,Bacteria,
Rhizobium phaseoli,RG1,Bacteria,
Rhizobium tropici,RG1,Bacteria,
Rhizorhapis suberifaciens,RG1,Bacteria,"Sphingomonas suberifaciens,Rhizomonas suberifaciens,Sphingobium suberifaciens"
Rhizopogon subgen. Amylopogon,RG1,Fungus,Rhizopogon amylopogon
Rhizopogon sect. Fulviglebae,RG1,Fungus,"Rhizopogon fluvigleba,Rhizopogon subgenus Roseoli section Fulviglebi"
Rhizopogon luteolus,RG1,Fungus,"Rhizopogon subgenus Rhizopogon, type species (Rhizopogon luteolus)"
Rhizopogon villosulus,RG1,Fungus,"Rhizopogon subgenus Villosuli, type species (Rhizopogon villosulus),Rhizopogon villosullis"
Rhodanobacter lindaniclasticus,RG1,Bacteria,
Rhodobaca bogoriensis,RG1,Bacteria,
Rhodobacter capsulatus,RG1,Bacteria,"Rhodonostoc capsulatum,Rhodopseudomonas capsulata,Rhodopseudomonas capsulatus"
Rhodovulum euryhalinum,RG1,Bacteria,Rhodobacter euryhalinus
Rhodopseudomonas palustris,RG1,Bacteria,"Rhodovibrio parvus,Rhodobacter palustris,Rhodobacterium capsulatum,Rhodomonas palustris,Rhodopseudomonas rutila"
Rhodovulum sulfidophilum,RG1,Bacteria,"Rhodobacter sulfidophilus,Rhodopseudomonas sulfidophila"
Rhodobium orientis,RG1,Bacteria,Rhodohalobium orientum
Rhodoblastus acidophilus,RG1,Bacteria,Rhodopseudomonas acidophila
Rhodocista centenaria,RG1,Bacteria,"Rhodocista centenaria,Rhodospirillum centenum"
Rhodococcus coprophilus,RG1,Bacteria,
Rhodococcus globerulus,RG2,Bacteria,
Rhodococcus jostii,RG1,Bacteria,
Rhodococcus marinonascens,RG1,Bacteria,
Rhodococcus pyridinivorans,RG1,Bacteria,
Rhodococcus wratislaviensis,RG1,Bacteria,Tsukamurella wratislaviensis
Rhodococcus zopfii,RG1,Bacteria,
Rubrivivax gelatinosus,RG1,Bacteria,"Rhodocyclus gelatinosus,Rhodocystis gelatinosa,Rhodopseudomonas gelatinosa"
Rhodocyclus purpureus,RG1,Bacteria,
Rhodocyclus tenuis,RG1,Bacteria,Rhodospirillum tenue
Rhodoferax fermentans,RG1,Bacteria,
Rhodoglobus vestalii,,Bacteria,
Rhodomicrobium vannielii,RG1,Bacteria,
Rhodopila globiformis,RG1,Bacteria,Rhodopseudomonas globiformis
Rhodoplanes elegans,RG1,Bacteria,
Rhodoplanes roseus,RG1,Bacteria,Rhodopseudomonas rosea
Rhodovulum adriaticum,RG1,Bacteria,"Rhodovulum adriaticus,Rhodopseudomonas adriatica"
Rhodopseudomonas julia,RG1,Bacteria,
Rhodospira trueperi,RG1,Bacteria,
Rhodothalassium salexigens,RG1,Bacteria,Rhodospirillum salexigenes
Rhodovibrio salinarum,RG1,Bacteria,Rhodospirillum salinarum
Rhodovibrio sodomensis,RG1,Bacteria,Rhodospirillum sodomense
Rhodosporidiobolus azoricus,,Fungus,Rhodosporidium azoricum
Rhodosporidiobolus fluvialis,,Fungus,Rhodosporidium fluviale
Rhodotorula babjevae,,Fungus,Rhodosporidium babjevae
Rhodotorula kratochvilovae,,Fungus,Rhodosporidium kratochvilovae
Rhodotorula sphaerocarpa,,Fungus,Rhodosporidium sphaerocarpum
Rhodothermus marinus,RG1,Bacteria,Rhodothermus obamensis
Rhodovulum iodosum,RG1,Bacteria,
Rhodovulum robiginosum,RG1,Bacteria,
Rhodovulum strictum,RG1,Bacteria,
Rhopobota naevana betabaculovirus,RG1,Virus,
Rhynchopus amitus,RG1,Parasite,
Rhynchopus coscinodiscivorus,RG1,Parasite,
Rhynchopus euleeides,RG1,Parasite,
Ribeiroia ondatrae,,Parasite,
Ribotoxins,Unregulated Toxins,Toxin,
Rickettsia aeschlimannii,RG2,Bacteria,
Rickettsia africae,RG2,Bacteria,
Rickettsia australis,RG2,Bacteria,
Rickettsia bellii,RG1,Bacteria,
Rickettsia bovis,RG1,Bacteria,
Rickettsia canadensis,RG3,Bacteria,Rickettsia canada
Rickettsia conjunctivae,RG1,Bacteria,
Rickettsia conorii,RG2,Bacteria,
Rickettsia conorii subsp. conorii,RG2,Bacteria,
Rickettsia conorii subsp. heilongjiangensis,RG2,Bacteria,Rickettsia heilongjiangensis
Rickettsia conorii subsp. israelensis,RG2,Bacteria,
Rickettsia conorii subsp. raoultii,RG2,Bacteria,Rickettsia raoultii
Rickettsia felis,RG2,Bacteria,
Rickettsia helvetica,RG2,Bacteria,
Rickettsia honei,RG2,Bacteria,
Rickettsia japonica,RG3,Bacteria,
Rickettsia massiliae,RG2,Bacteria,
Wolbachia pipientis,RG1,Bacteria,Rickettsia melophagi
Rickettsia montanensis,RG3,Bacteria,Rickettsia montana
Rickettsia parkeri,RG2,Bacteria,Rickettsia parker
Rickettsia prowazekii,RG3,Bacteria,
Rickettsia rhipicephali,RG3,Bacteria,
Rickettsia sibirica,RG2,Bacteria,
Rickettsia sibirica subsp. mongolitimonae,RG2,Bacteria,
Rickettsia sibirica subsp. sibirica,RG2,Bacteria,
Rickettsia slovaca,RG2,Bacteria,
Riemerella columbina,RG2,Bacteria,
Rio Segundo virus - unclassified orthohantavirus,RG3,Virus,
Ristella capillosa,RG2,Bacteria,
Ristella oralis,RG2,Bacteria,
Rocky Mountain Laboratory mouse-adapted Scrapie agent,RG1,Prion,
Romboutsia ilealis,RG1,Bacteria,
Roridins,Unregulated Toxins,Toxin,
Roseateles depolymerans,RG1,Bacteria,
Roseburia cecicola,RG1,Bacteria,
Roseivivax halodurans,RG1,Bacteria,
Roseivivax halotolerans,RG1,Bacteria,
Rosenbergiella nectarea,RG1,Bacteria,
Roseobacter denitrificans,RG1,Bacteria,
Roseobacter litoralis,RG1,Bacteria,
Roseococcus thiosulfatophilus,RG1,Bacteria,
Roseomonas cervicalis,RG2,Bacteria,
Roseomonas gilardii,RG2,Bacteria,
Roseomonas lacus,RG1,Bacteria,
Roseomonas mucosa,RG1,Bacteria,
Roseospira mediosalina,RG1,Bacteria,
Roseovarius tolerans,RG1,Bacteria,
Rotavirus alphagastroenteritidis,RG2,Virus,"Rotavirus A,Simian rotavirus"
Rotavirus betagastroenteritidis,,Virus,Rotavirus B
Rotavirus tritogastroenteritidis,,Virus,Rotavirus C
"Rotavirus D, F, G",,Virus,
Rouxiella badensis,RG1,Bacteria,
RPTEC/TERT1,RG1,Cell Line,
Rubivirus rubellae,RG2,Virus,Rubella virus
Rubrimonas cliftonensis,RG1,Bacteria,
Rubrobacter xylanophilus,RG1,Bacteria,
Ruegeria lacuscaerulensis,RG1,Bacteria,Silicibacter lacuscaerulensis
Ruegeria pomeroyi,RG1,Bacteria,
Rugamonas rubra,RG1,Bacteria,
Ruminococcus albus,RG1,Bacteria,
Ruminococcus bromii,RG1,Bacteria,
Ruminococcus callidus,RG1,Bacteria,
Ruminococcus flavefaciens,RG1,Bacteria,
Ruminococcus ID8,RG2,Bacteria,
Rummeliibacillus stabekisii,RG1,Bacteria,
Runella slithyformis,RG1,Bacteria,
Saaremaa virus - unclassified orthohantavirus,RG3,Virus,
Saccharobacter fermentatus,RG1,Bacteria,
Saccharococcus thermophilus,RG1,Bacteria,
Saccharolobus shibatae,RG1,Bacteria,Sulfolobus shibatae
Saccharolobus solfataricus,RG1,Bacteria,Sulfolobus solfataricus
Saccharomonospora cyanea,RG1,Bacteria,
Saccharomonospora glauca,RG1,Bacteria,"Thermoactinomyces glaucus,Thermoactinomyces monosporus"
Saccharomonospora xinjiangensis,RG1,Bacteria,
Zygosaccharomyces bailii,RG1,Fungus,"Zygosaccharomyces bailii var. bailii,Saccharomyces bailii,Zygosaccharomyces mandshuricus,Saccharomyces bailii var. bailii,Torulaspora bailii,Zygosaccharomyces sake,Saccharomyces elegans var. intermedius,Zygosaccharomyces acidifaciens"
Saccharomyces cerevisiae var. cerevisiae,RG1,Fungus,"Saccharomyces cerevisiae subsp. boulardii,Saccharomyces cerevisiae var. boulardii,Saccharomyces boulardii"
Saccharomyces pastorianus,RG1,Fungus,"Saccharomyces carlsbergensis,Saccharomyces pastorianus var. pastorianus"
Saccharomyces cerevisiae Sourvisiae®,RG1,Fungus,
Saccharomycodes ludwigii,,Fungus,"Saccharomyces ludwigii,Saccharomycodes ludwigii var. ludwigii"
Saccharopolyspora gregorii,RG1,Bacteria,
Saccharopolyspora hirsuta,RG1,Bacteria,Saccharopolyspora hirsuta subsp. hirsuta
Saccharopolyspora taberi,RG1,Bacteria,Saccharopolyspora hirsuta subsp. taberi
Saccharopolyspora hordei,RG1,Bacteria,
Saccharopolyspora kobensis,RG1,Bacteria,
Saccharopolyspora spinosa,RG1,Bacteria,
Saccharopolyspora spinosporotrichia,RG1,Bacteria,
Saccharothrix australiensis,RG1,Bacteria,
Saccharothrix espanaensis,RG1,Bacteria,
Saccharothrix mutabilis subsp. mutabilis,RG1,Bacteria,
Saccharothrix texasensis,RG1,Bacteria,
Sagittula stellata,RG1,Bacteria,
Simplexvirus saimiriinealpha1,RG2,Virus,"Saimiriine alphaherpesvirus 1,Saimiriine herpesvirus 1"
Saksenaea vasiformis,RG2,Fungus,
Salimicrobium flavidum,RG1,Bacteria,
Salinicoccus roseus,RG1,Bacteria,
Salinispora tropica,RG1,Bacteria,
Vibrio diazotrophicus,RG1,Bacteria,Salinivibrio casticola
Salinivibrio costicola,RG1,Bacteria,Vibrio costicola
Salirhabdus euzebyi,RG1,Bacteria,
Salisediminibacterium halotolerans,RG2,Bacteria,
Saliterribacillus persicus,RG2,Bacteria,
Salmonella enterica subsp. enterica serovar Abony,RG2,Bacteria,Salmonella abony
Salmonella enterica subsp. enterica serovar Abortusequi,RG2,Bacteria,Salmonella abortus equi
Salmonella enterica subsp. enterica serovar Abortusovis,RG2,Bacteria,Salmonella abortus-ovis
Salmonella enterica subsp. enterica serovar Agona,RG2,Bacteria,Salmonella agona
Salmonella enterica subsp. enterica serovar Anatum,RG2,Bacteria,Salmonella anatum
Salmonella enterica subsp. houtenae,RG2,Bacteria,"Salmonella houtenae,Salmonella choleraesuis subsp. houtenae,Salmonella cholerae-suis subsp. houtenae"
Salmonella enterica subsp. enterica serovar Typhimurium,RG2,Bacteria,"Salmonella typhimurium,Salmonella choleraesuis serotype typhimurium,Salmonella enterica serovar Typhimurium"
Salmonella enterica subsp. enterica serovar Choleraesuis,RG2,Bacteria,"Salmonella choleraesuis serovar Choleraesuis,Salmonella enterica serovar Choleraesuis"
Salmonella enterica subsp. diarizonae,RG2,Bacteria,Salmonella choleraesuis subsp. diarizonae
Salmonella enterica subsp. indica,RG2,Bacteria,Salmonella choleraesuis subsp. Indica
Salmonella enterica subsp. salamae,RG2,Bacteria,"Salmonella salamae,Salmonella choleraesuis subsp. Salamae"
Salmonella enterica subsp. enterica serovar Derby,RG2,Bacteria,Salmonella derby
Salmonella enterica subsp. enterica serovar Dublin,RG2,Bacteria,"Salmonella dublin,Salmonella enterica serovar Dublin"
Salmonella enterica,RG2,Bacteria,
Salmonella enterica subsp. enterica serovar Montevideo,RG2,Bacteria,"Salmonella montevideo,Salmonella enterica serovar Montevideo"
Salmonella enterica subsp. enterica,RG2,Bacteria,
Salmonella enterica subsp. enterica serovar Abaetetuba,RG2,Bacteria,
Salmonella enterica subsp. enterica serovar Berta,RG2,Bacteria,
Salmonella enterica subsp. enterica serovar Blockley,RG2,Bacteria,
Salmonella enterica subsp. enterica serovar Braenderup,RG2,Bacteria,
Salmonella enterica subsp. enterica serovar Brandenburg,RG2,Bacteria,
Salmonella enterica subsp. enterica serovar Bredeney,RG2,Bacteria,
Salmonella enterica subsp. enterica serovar California,RG2,Bacteria,
Salmonella enterica subsp. enterica serovar Gallinarum,RG2,Bacteria,Salmonella Gallinarum
Salmonella enterica subsp. enterica serovar Hadar,RG2,Bacteria,
Salmonella enterica subsp. enterica serovar Heidelberg,RG2,Bacteria,Salmonella heidelberg
Salmonella enterica subsp. enterica serovar Infantis,RG2,Bacteria,
Salmonella enterica subsp. enterica serovar Java,RG2,Bacteria,
Salmonella enterica subsp. enterica serovar Kentucky,RG1,Bacteria,
Salmonella enterica subsp. enterica serovar Kunzendorf,RG2,Bacteria,
Salmonella enterica subsp. enterica serovar Newington,RG1,Bacteria,
Salmonella enterica subsp. enterica serovar Newport,RG2,Bacteria,Salmonella newport
Salmonella enterica subsp. enterica serovar Panama,RG2,Bacteria,
Salmonella enterica subsp. enterica serovar Paratyphi,RG2,Bacteria,
Salmonella enterica subsp. enterica serovar Paratyphi B,RG2,Bacteria,Salmonella paratyphi B
Salmonella enterica subsp. enterica serovar Paratyphi C,RG2,Bacteria,Salmonella paratyphi C
Salmonella enterica subsp. enterica serovar Poona,RG2,Bacteria,Salmonella poona
Salmonella enterica subsp. enterica serovar Pullorum,RG2,Bacteria,Salmonella pullorum
Salmonella enterica subsp. enterica serovar Senftenberg,RG2,Bacteria,
Salmonella enterica subsp. enterica serovar Tallahassee,RG2,Bacteria,Salmonella tallahassee
Salmonella enterica subsp. enterica serovar Typhi,RG2,Bacteria,
Salmonella enterica subsp. enterica serovar Typhi Ty21a,RG1,Bacteria,
Salmonella enterica subsp. enterica serovar Typhimurium SL7207,RG1,Bacteria,
Salmonella enterica subsp. enterica serovar Typhimurium TA100,RG1,Bacteria,Salmonella Typhimurium
Salmonella enterica subsp. enterica serovar Typhimurium TA1535,RG1,Bacteria,
Salmonella enterica subsp. enterica serovar Typhimurium TA1535/pSK1002,RG1,Bacteria,
Salmonella enterica subsp. enterica serovar Typhimurium TA1536,RG1,Bacteria,
Salmonella enterica subsp. enterica serovar Typhimurium TA97A,RG1,Bacteria,
Salmonella enterica subsp. enterica serovar Typhimurium TA98,RG1,Bacteria,
Salmonella enterica subsp. enterica serovar Typhimurium YG1024,RG1,Bacteria,
Salmonella enterica subsp. enterica serovar Typhimurium YG1042,RG1,Bacteria,
Salmonella enterica subsp. enterica serovar Typhisuis,RG1,Bacteria,
Salmonella enterica subsp. enterica serovar Urbana,RG2,Bacteria,
Salmonella enterica subsp. enterica serovar Virchow,RG1,Bacteria,
Salmonella enterica subsp. houtenae urbana,RG2,Bacteria,
Salmonella non-typhoidal,RG2,Bacteria,
Salsuginibacillus kocurii,RG2,Bacteria,
Vesivirus exanthema,RG1,Virus,"San Miguel sea lion virus,Vesicular exanthema of swine virus"
Sunrhavirus sandjimba,RG2,Virus,Sandjimba virus
Sanguibacter keddieii,RG1,Bacteria,
Sanguibacter suarezii,RG1,Bacteria,
Sanguibacteroides justesenii,RG2,Bacteria,
SaOS-2,RG1,Cell Line,"SAOS 2,Sarcoma OSteogenic-2,SaOS,Saos-2"
Sapovirus sapporoense,RG2,Virus,Sapporo virus
Saprospira grandis,RG1,Bacteria,
Sarbecovirus BANAL-236,RG3,Virus,
Sarcina aurantiaca,RG1,Bacteria,
Sarcina lutea,RG1,Bacteria,
Sarcina maxima,RG1,Bacteria,Zymosarcina maxima
Sarcina ventriculi,RG1,Bacteria,Zymosarcina ventriculi
Severe acute respiratory syndrome-related coronavirus (SARS-CoV),RG3,Virus,"Severe acute respiratory syndrome,SARS-CoV-1"
Sathrophilus holtae,,Parasite,
Tetrahymena pyriformis,,Parasite,Sathrophilus oviformis
Sphenostomella vernalis,,Parasite,Sathrophilus vernalis
Satratoxins,Unregulated Toxins,Toxin,
Sc237 hamster-adapted scrapie agent,RG1,Prion,
Scardovia wiggsiae,,Bacteria,
Scenedesmus quadricauda,,Parasite,
Schistosoma mansoni,RG2,Parasite,
Schistosomatium douthitti,RG1,Parasite,
Schizochytrium aggregatum,,Fungus,
Schmallenberg virus,RG1,Virus,
Schwartzia succinivorans,RG1,Bacteria,
Sciscionella marina,RG2,Bacteria,
Scleroderma cepa,RG1,Fungus,
Sclerotinia minor,RG1,Fungus,Sclerotinia intermedia
Sclerotinia sclerotiorum,RG1,Fungus,
Scrapie agent,RG1,Prion,
Secreted autotransporter toxin (Sat),Unregulated Toxins,Toxin,
Sediminibacillus albus,RG2,Bacteria,
Sediminibacillus halophilus,RG2,Bacteria,
Sediminibacterium salmoneum,RG1,Bacteria,
Sediminispirochaeta smaragdinae,RG1,Bacteria,"Spirochaeta smaragdinae,Spirochaeta smaragdi"
Segetibacter koreensis,RG1,Bacteria,
Segniliparus rotundus,RG1,Bacteria,
Segniliparus rugosus,RG1,Bacteria,
Seinonella peptonophila,RG1,Bacteria,Thermoactinomyces peptonophilus
